Puzzle ID,Difficulty,Solved,Path Length,Time (s),Issues
aa31d05ed8fdb273,3,FAIL,25,786.72,rules
ebc9c10093a1255a,3,FAIL,8,516.02,rules
ed40414d615431d6,3,FAIL,8,554.39,rules
dce20e150e7fcced,5,FAIL,23,882.90,"start/end, rules"
3fe8a85b768ae5b7,1,FAIL,22,522.51,rules
1284a7249a4fa10f,3,FAIL,20,869.20,"disconnected, rules"
cbeb87b359947c42,3,FAIL,0,1075.25,"start/end, disconnected, intersecting, rules"
c80d64b5c5e39d7b,5,FAIL,28,721.96,"start/end, rules"
24e8876585456ee5,5,FAIL,33,811.95,"start/end, intersecting, rules"
196a88635b1c83b4,4,FAIL,24,738.47,rules
e82bd665d710bb75,2,FAIL,19,434.68,rules
c6739963a7308111,3,FAIL,19,1124.12,rules
953c10f2e4d6fd6,2,FAIL,12,633.51,rules
d91761f3ba340d,4,FAIL,14,886.13,rules
bc66c2e18fd6231b,3,FAIL,13,613.88,rules
4b236c53ea5fbbdf,3,FAIL,31,952.98,"disconnected, intersecting, rules"
5f9a92945a4ab62e,1,FAIL,8,452.61,rules
860fbc1cfd446f7c,3,FAIL,20,1414.82,rules
5b5d43da944a752d,4,FAIL,13,992.74,"disconnected, rules"
971ad9f45d1bd53b,5,FAIL,23,550.22,rules
5b3d4d35ac301050,2,FAIL,18,1663.61,rules
69a08c785ce5fcac,1,PASS,7,609.39,None
a814bed4f6905ba4,5,FAIL,19,1118.73,rules
f32fe4e5b37fedaa,5,FAIL,17,583.45,"start/end, rules"
3ba7fc567dd14312,3,FAIL,13,1433.58,rules
7ce0b04c1a28cca6,1,FAIL,21,547.58,rules
8635ff1b1bcf0c2e,5,FAIL,24,935.74,rules
21df75919e7080e4,3,FAIL,9,529.16,rules
daa2db8c01da0bfa,5,FAIL,31,725.09,"intersecting, rules"
6443d25f8c289548,3,FAIL,26,598.53,rules
91158b440e1d1942,5,FAIL,24,957.02,None
1ba6ec5d1f0c3bc6,2,FAIL,20,732.64,rules
de0f40e0c4c5852a,4,FAIL,29,841.71,"start/end, rules"
7c2cc9e25acdc10f,4,FAIL,29,893.91,"disconnected, rules"
146a216115846f70,5,FAIL,13,561.57,"start/end, rules"
704931925890a56c,2,FAIL,16,649.48,rules
22c41f4911d10461,3,FAIL,39,715.85,"disconnected, rules"
75761871763e88e3,2,FAIL,26,640.15,"disconnected, rules"
fee7fa98ecbf4534,1,FAIL,11,649.72,rules
3abef01e5d890e13,4,FAIL,22,746.53,"start/end, rules"
a71c3513799bf094,2,FAIL,29,979.53,"disconnected, intersecting, rules"
3b229c1d0453a603,3,FAIL,3,671.75,None
ba867d9c182c1124,1,FAIL,14,572.49,rules
22ee8177bb6b927d,4,FAIL,26,945.52,rules
200a2fdec77f69b6,1,PASS,10,393.28,None
4c7b5bd02c9270d,3,FAIL,17,597.92,rules
efb560f2141edf82,1,FAIL,8,821.32,rules
b7b817f9033f188,5,FAIL,29,914.33,"start/end, intersecting, rules"
4cc3d963aecb0aec,3,FAIL,20,816.83,rules
6a4a59d9017e80e2,4,FAIL,15,1068.92,rules
a483b2ad65b79823,4,FAIL,15,919.28,rules
c611d73335c05ea3,3,FAIL,18,1070.42,rules
9fc7d6795a3be635,2,PASS,11,685.82,None
9b4f3b36495c1615,3,FAIL,6,1078.98,"start/end, rules"
1b62c846b90e5d1d,3,FAIL,15,1080.78,rules
934d99322aa22dff,1,FAIL,11,944.47,"disconnected, rules"
cd5b6b24c51fb69a,2,FAIL,19,988.64,"start/end, disconnected, rules"
bb9d7db6f55f1f1e,4,FAIL,37,1555.97,rules
d1e03bb313e747a9,1,FAIL,16,931.07,rules
e1b6f8b19d2f4176,2,FAIL,27,1176.88,rules
c09ea70a605760d3,1,FAIL,15,865.33,rules
58a0f5bca3ff514c,5,FAIL,31,1638.20,"intersecting, rules"
625730bf3883005c,4,FAIL,13,1526.92,rules
8211b75bfb0c714d,1,FAIL,6,832.88,rules
12adf37a767b56ea,2,FAIL,27,1077.30,rules
4582b19904d9a029,1,FAIL,10,1063.07,rules
62035ff8ad16cb71,2,FAIL,0,1602.17,"start/end, disconnected, intersecting, rules"
5c3f4379847796c4,4,FAIL,29,1558.85,rules
bc71d833fad658fb,1,FAIL,9,1093.32,"start/end, rules"
77da6edaa689f44a,2,FAIL,11,1169.02,rules
7326259652efbc9d,4,FAIL,18,1610.11,"start/end, rules"
85f95e3fbcd76abb,3,FAIL,0,1184.36,"start/end, disconnected, intersecting, rules"
bb667cb09578b4a3,5,FAIL,9,1502.69,None
ad8f394763490f26,3,FAIL,6,1491.46,rules
3d1c8a00f582892,3,FAIL,13,1166.47,rules
b10c07139b1aa490,1,FAIL,11,1093.95,None
5d259263ec5a5c9e,4,FAIL,8,1497.57,rules
62d5ef592f8f91fc,3,FAIL,0,1500.11,"start/end, disconnected, intersecting, rules"
be49f0eca3cd4c32,1,FAIL,34,1606.47,"disconnected, intersecting, rules"
220246750ec56ccb,2,FAIL,16,1488.25,rules
f425a63fc423ced0,3,FAIL,6,1541.07,"disconnected, rules"
b3e3c52cd5223942,5,FAIL,38,1528.91,"intersecting, rules"
ce576f59fcd8e5b5,4,FAIL,14,1530.78,rules
d71204c97803d9a,4,FAIL,21,1459.29,rules
cc4ff7682e293a1b,2,FAIL,18,1581.96,rules
b25e33c50909fc03,2,FAIL,26,1153.95,rules
f271fc95525040b1,5,FAIL,17,1545.09,"start/end, disconnected, rules"
9390c84b6360b4bb,1,FAIL,9,1182.87,rules
a454bd9c3ad0168a,5,FAIL,31,1454.65,None
db130c08db23e907,1,FAIL,18,1582.57,rules
5c59a67541d92c71,5,FAIL,27,1518.44,rules
745deea1055373eb,3,FAIL,11,1537.19,"start/end, disconnected, rules"
440d97e917325fb0,3,FAIL,7,838.23,rules
dbd181183bb9f775,4,FAIL,23,773.89,"disconnected, rules"
fef8e390bd7a2a7a,5,FAIL,18,975.88,"disconnected, rules"
3987c3fc8d33089e,3,FAIL,24,576.99,intersecting
851365be4fc5c5e,2,FAIL,14,713.37,rules
e20e6b6a00158bdc,5,FAIL,25,808.71,"disconnected, rules"
841b2d97bb365b8b,4,FAIL,38,674.73,rules
b4d66071dc728f44,2,FAIL,18,1546.83,rules
1e7c5367fa438e3b,5,FAIL,9,764.59,start/end
b8eb6f7dd1cc9b86,1,FAIL,18,835.28,"intersecting, rules"
1796837aa68c2b76,3,FAIL,0,1599.05,"start/end, disconnected, intersecting, rules"
598f03a76e659bbd,3,FAIL,16,671.62,rules
a8ea92dd47f4186b,2,FAIL,22,591.07,rules
a305fe218d16e612,4,FAIL,28,1168.83,rules
d58e426a05bbebe0,4,FAIL,19,846.89,rules
95baf8b98ab6874,5,FAIL,15,693.87,rules
d72e6e1a7317b676,4,FAIL,0,1002.41,"start/end, disconnected, intersecting, rules"
b2888d9633744522,3,FAIL,10,586.08,"start/end, rules"
fb69acc1bff1c7b5,2,FAIL,5,1745.10,rules
1b23ec5dcd81c575,2,FAIL,21,765.54,rules
dedb9695c830d9a1,5,FAIL,17,617.53,"disconnected, rules"
94e6829bc5fe599b,4,FAIL,23,720.49,"start/end, rules"
7f61e30cde11dfd2,5,FAIL,0,819.16,"start/end, disconnected, intersecting, rules"
ac07176ade6d4fcc,2,FAIL,25,1105.86,intersecting
aecb916b87a88a32,3,FAIL,0,1574.07,"start/end, disconnected, intersecting, rules"
6a3a112c0f2e831b,5,FAIL,11,789.60,rules
e836ae53a1a6b880,5,FAIL,23,682.03,"start/end, rules"
58d9c6f1f97d78c1,2,FAIL,13,1390.42,None
10bea253035c791c,2,FAIL,13,566.64,rules
5569f16359d15a33,5,FAIL,39,806.98,"start/end, disconnected, rules"
d4af13ed1d455209,1,PASS,16,441.82,None
4efa50053369c63c,3,FAIL,14,583.80,rules
4088920d22fbc15a,2,FAIL,15,501.95,rules
9ecc1e98360e6c0d,3,FAIL,15,432.95,"start/end, rules"
8b47902d43ed5c7,3,FAIL,7,509.79,rules
6911f7c1419318bb,4,FAIL,0,568.18,"start/end, disconnected, intersecting, rules"
ed62498f9a7cf7a5,4,FAIL,23,714.39,"start/end, rules"
4b518615758126ef,3,FAIL,12,2512.87,"start/end, rules"
a2a967199664a80,4,FAIL,1,673.10,start/end
93c544fa7b73dc1a,4,FAIL,25,638.55,rules
b54da7bdff2713e1,2,FAIL,9,637.14,rules
2c5ddc804e5b35ba,1,FAIL,17,633.37,rules
241a28965ab741d,1,FAIL,5,502.03,rules
4a5c32111bf61aae,5,FAIL,43,982.45,"intersecting, rules"
65171c970b77339e,2,FAIL,18,771.70,rules
70c971586d6ab721,1,FAIL,17,833.07,rules
dd196820fff0f585,2,FAIL,16,779.51,rules
683d3d2b64d8d1fb,4,FAIL,18,697.85,rules
3ca9fa7e19e2188c,4,FAIL,15,571.82,rules
581706995f65f93d,5,FAIL,31,663.48,"start/end, rules"
8f5dd8ca7b23f826,4,FAIL,100,977.56,"intersecting, rules"
4c6a9d610b717d17,3,FAIL,25,555.37,rules
f701ba6827f8ceff,2,FAIL,22,656.49,rules
24dd9a735b612dc1,3,FAIL,15,891.17,rules
138e21433d2e6a52,2,FAIL,17,434.17,rules
72a1fec5c73b6560,4,FAIL,25,745.87,rules
86c16115d5cda6a0,5,FAIL,0,1107.30,"start/end, disconnected, intersecting, rules"
2790e863a5831db9,3,FAIL,14,1578.86,rules
ab298046d34718be,5,FAIL,17,840.82,"start/end, rules"
ad8274727f965b1c,1,FAIL,21,425.53,rules
a722e79130881da0,2,FAIL,0,693.32,"start/end, disconnected, intersecting, rules"
9435f4bc2b1cf34d,1,FAIL,19,669.15,rules
2e4b26ec1c401cbe,4,FAIL,13,689.77,"disconnected, rules"
8b308dfba88e4ac,3,FAIL,22,927.01,rules
701d6d1daff25a25,2,FAIL,17,732.49,rules
f42b8d86bfb89096,1,FAIL,26,1099.86,rules
c4341ab9fd5c439c,1,FAIL,5,676.33,rules
97be11048bb04a30,3,FAIL,10,1175.51,rules
7f403db698db059f,1,FAIL,18,907.06,rules
9e892fbdd6f4c4a9,2,FAIL,14,1077.28,rules
b7672ba95aff4ff6,5,FAIL,34,930.86,"start/end, rules"
e0e6857dd441101b,2,FAIL,24,1025.75,"start/end, rules"
a12c7a055e6395a2,2,FAIL,7,823.96,rules
e8f814f726cb4612,5,FAIL,26,1038.81,rules
fc19c4a5e89d29f4,4,FAIL,27,1641.77,rules
4ec9d16a5a573d4e,2,FAIL,4,1460.85,rules
8bbb1046d8c49095,1,FAIL,9,1061.74,rules
8e231f18dc7d476f,5,FAIL,0,1634.15,"start/end, disconnected, intersecting, rules"
50ed62dcb0f1bce3,4,FAIL,28,1585.00,"start/end, rules"
154515f7b4e4fe2b,2,FAIL,15,1555.09,rules
1a43bd0f8e35bd1d,2,FAIL,21,938.39,rules
281ee792644831c5,2,FAIL,21,1493.03,rules
c881c033239a38de,3,FAIL,15,1051.80,"start/end, rules"
a92cdc81d7a94775,5,FAIL,19,1572.24,rules
9283bfdf68bc92a8,2,FAIL,12,1142.91,rules
b7cbcba402c57078,2,FAIL,25,1483.33,rules
11846421c28ce2aa,4,FAIL,30,1480.86,rules
2a0e2b1240764998,4,FAIL,9,1184.61,disconnected
577d6771b88eca36,3,FAIL,33,1528.43,rules
9c31840855436adc,5,FAIL,20,1665.48,rules
495da6f2a1c1f750,5,FAIL,26,1663.76,"intersecting, rules"
544628c3b3077982,5,FAIL,14,1674.69,rules
95bd7bebb5849554,2,FAIL,16,1456.12,rules
5daa7098e5e15b8a,3,FAIL,16,1478.27,rules
2d360e53c1cbf48e,2,FAIL,4,1679.57,start/end
ad210a7535f9228a,3,FAIL,6,1679.11,rules
4d1f8e4f341d8ba,2,FAIL,15,1157.57,"start/end, disconnected, rules"
c0bf87685a69078a,2,FAIL,14,1154.23,rules
e155b38ad467ae03,5,FAIL,13,1582.09,rules
525f7011d139f68e,1,FAIL,17,1912.98,rules
85ace8079f2972ab,3,FAIL,2,1531.97,start/end
d79be6059dc29292,2,FAIL,16,1564.57,rules
bc2d315cd19b8b76,3,PASS,4,1461.17,None
336018fab47f526a,2,FAIL,15,1613.44,rules
9a0559017cacdd9c,1,FAIL,18,1556.10,rules
5d4260bea3b7d613,1,FAIL,8,1442.35,rules
14738c1f0e0cf17e,2,FAIL,8,1557.86,"disconnected, rules"
23f41583d9fe02ee,2,FAIL,21,1471.50,None
58acf96418610e19,5,FAIL,15,743.41,rules
624d40ea5ad58707,2,FAIL,27,1511.54,rules
9ec88d42d75e54fd,3,FAIL,24,942.83,"disconnected, intersecting, rules"
476e3c927a845ee2,3,FAIL,12,645.08,rules
664bfd4472be694f,2,FAIL,30,707.18,rules
caa32446dc7ead46,2,FAIL,0,530.93,"start/end, disconnected, intersecting, rules"
4fda11641a1a910d,2,FAIL,20,475.32,rules
3e3df50762cc36ec,5,FAIL,28,848.05,rules
25d54c7266e20657,1,FAIL,0,1116.46,"start/end, disconnected, intersecting, rules"
6989cd6ab3949a4f,3,FAIL,18,1198.99,None
590618124bd8505f,1,FAIL,10,518.53,rules
a467089dbb60a183,2,FAIL,14,371.81,rules
d7085f61b66ce173,3,FAIL,8,508.55,"start/end, rules"
f435579761647ddf,3,FAIL,12,735.84,rules
feae5b1edd06f1d8,3,FAIL,10,601.20,rules
d68b4a78a6f0565e,4,FAIL,10,558.49,"start/end, rules"
4aef1ec8290c118,3,FAIL,14,817.58,rules
274e23e5326cd99e,3,FAIL,31,1540.73,rules
cea6e767c4288aaa,5,FAIL,30,951.00,rules
a4c2176205e2a4a2,5,FAIL,25,525.61,rules
a3e158fe8036aa90,1,FAIL,14,679.20,rules
98325269e7bc1977,2,FAIL,20,894.50,rules
8dc55e8d130ea293,3,FAIL,18,728.63,rules
e090440b02df7219,3,FAIL,13,568.46,rules
f758efc83c595b04,3,FAIL,11,813.83,rules
ac7626649901d917,5,FAIL,39,1583.05,rules
cb28e0534aa0b063,2,FAIL,34,1128.78,"intersecting, rules"
b7b14b2fbd23c24b,1,FAIL,14,483.79,rules
f7c670905617d0e2,3,FAIL,12,676.63,rules
cc060a01c6f06fab,1,FAIL,17,718.78,rules
a8a6d541abcb65e9,5,FAIL,14,682.85,rules
703d0229f69d6415,5,FAIL,44,1139.31,"intersecting, rules"
608f0139a3c6e1de,3,FAIL,26,481.35,rules
83e85cc51ea9b2fb,5,FAIL,40,1679.04,"intersecting, rules"
899bbb366dc44689,3,FAIL,19,1103.10,rules
c8b18eeabcd973f1,1,FAIL,25,692.72,rules
da30abc42943f24c,3,FAIL,11,750.43,rules
e399bce353272491,5,FAIL,28,1068.19,rules
7306458c0105872e,5,FAIL,32,540.67,rules
e605eb2515ac4bfe,5,FAIL,15,660.40,rules
2f52e830064190c4,1,FAIL,9,518.08,"start/end, rules"
226fd6aa76fd90b5,3,FAIL,33,631.81,rules
70bb35cbdc82f22d,4,FAIL,8,589.59,rules
c92372bd94215032,3,FAIL,12,775.23,rules
7490b794631b985e,5,FAIL,31,752.66,rules
82877e44b5aa0795,1,FAIL,18,518.92,rules
5f0427651d0b984c,2,FAIL,5,745.30,"start/end, disconnected"
a6aca58a3edafcc2,3,FAIL,24,942.01,"disconnected, intersecting, rules"
b9f806a3aba3a370,5,FAIL,33,648.07,rules
6663c8ddf3565b3f,5,FAIL,21,701.60,rules
df855ae9d3a12db5,2,FAIL,17,414.30,rules
fea07309116da353,3,FAIL,9,565.07,start/end
10aae2671ff44dc2,5,FAIL,38,872.55,rules
b40b772a9ef00980,1,FAIL,8,392.17,rules
cf9dfd87180659b,4,FAIL,26,1039.74,"disconnected, rules"
c2f1726c32030b96,2,FAIL,5,528.61,start/end
51b9bb5cdf4abfef,3,FAIL,16,1676.40,rules
820399c7eebb39c2,3,FAIL,11,758.30,rules
58fff3d41575caab,4,FAIL,15,1052.84,"disconnected, rules"
fed3e5eff97750d6,2,FAIL,10,819.58,rules
fa1114b465eb178,2,FAIL,11,816.19,rules
611f87b14c17edb2,4,FAIL,9,1034.69,"start/end, rules"
d182949e859cba4f,2,FAIL,9,955.51,rules
cdb63ede036474c5,4,FAIL,22,1556.42,"disconnected, rules"
851fd63e172dbba0,4,FAIL,28,963.75,rules
4de04b3c4d15b5d5,3,FAIL,20,1172.14,rules
95916b71a3f794ff,2,FAIL,14,810.06,rules
e960398c9fbd29fe,3,FAIL,12,909.09,rules
9a5dbca10f5418db,2,FAIL,9,987.26,rules
857ae50f99d9f3ac,2,FAIL,20,984.68,rules
a2106593071eb66a,4,FAIL,30,1674.13,"start/end, rules"
95fc27b34533357d,5,FAIL,11,1646.41,"disconnected, rules"
27a3f4a05594287b,2,FAIL,21,1846.56,rules
8676d8ef338255d2,4,FAIL,1,1627.23,start/end
519594536d60e115,2,FAIL,17,2535.21,rules
cecbbabf056d148c,3,FAIL,21,1022.39,"intersecting, rules"
9cddf98975ee77a2,3,FAIL,14,1128.77,rules
969355c609397327,4,FAIL,13,1190.14,start/end
92e56e8b713d5c9d,5,FAIL,13,1585.00,rules
13363083e52f42ac,5,FAIL,21,1534.31,rules
d22b1d7fd116be8b,3,FAIL,14,1562.62,rules
1bf8d47b32b9b719,3,FAIL,23,1453.42,rules
d170cc270db4f272,1,FAIL,27,1592.27,"intersecting, rules"
8f1f819d287a3bb2,4,FAIL,9,1160.64,rules
e10bd3e5d6963967,3,FAIL,13,946.99,rules
5b6ee1f3e4e114a7,3,FAIL,5,1674.35,rules
2691c37dd4b921ae,4,FAIL,25,1685.74,rules
1d13ef360a0d5ca5,1,FAIL,12,1635.93,"start/end, rules"
1f85eacd72d02d23,5,FAIL,27,1573.29,"intersecting, rules"
9b274fcf3ed44212,1,FAIL,9,1460.98,None
df15fe6ed4dd7df0,3,FAIL,14,1381.76,rules
52df57cc84fbc153,5,FAIL,29,1635.26,rules
cef4eaa4525b4d4a,1,FAIL,22,1540.00,"disconnected, rules"
2cdfbd4a9f364513,2,FAIL,13,1451.75,rules
1ef0bc42f42911b,5,FAIL,32,1583.49,"intersecting, rules"
c94de1c651355827,3,FAIL,9,1480.30,rules
5faeb260f219d74a,3,FAIL,12,1530.21,rules
f50e2570d6d028f4,3,FAIL,23,1628.89,"disconnected, rules"
8c2ad5e4cfbbc016,4,FAIL,24,1450.12,"start/end, rules"
dea5ab3b33019569,4,FAIL,38,2589.05,"intersecting, rules"
22f2c48bcc4ce64f,2,FAIL,9,746.55,start/end
6be507c084e691cb,2,FAIL,13,539.91,rules
7952d255b6ea209c,4,FAIL,25,1469.27,"disconnected, rules"
ebcbfd4fa2867c42,2,FAIL,19,1465.79,rules
3a6ba4ffd84fc4c1,5,FAIL,28,882.72,rules
93a638921305725f,4,FAIL,11,752.21,rules
8ea34b6d23b4761e,2,FAIL,15,531.07,rules
88fa0972b417c260,5,FAIL,26,986.99,None
6eab214d450d4dbe,4,FAIL,25,517.00,rules
66af5fa2c849be82,4,FAIL,23,1126.63,rules
3b9f7395fef14327,5,FAIL,10,592.50,"start/end, rules"
f8999f1ddbc4e969,2,FAIL,24,727.04,"intersecting, rules"
