Puzzle ID,Difficulty,Solved,Path Length,Time (s),Issues
aa31d05ed8fdb273,3,FAIL,39,1325.84,None
ebc9c10093a1255a,3,FAIL,26,307.57,None
ed40414d615431d6,3,FAIL,10,367.98,None
dce20e150e7fcced,5,FAIL,28,546.48,disconnected
3fe8a85b768ae5b7,1,FAIL,12,336.90,start/end
1284a7249a4fa10f,3,FAIL,9,286.14,None
cbeb87b359947c42,3,FAIL,10,335.35,None
c80d64b5c5e39d7b,5,FAIL,24,448.31,rules
24e8876585456ee5,5,FAIL,37,386.44,rules
196a88635b1c83b4,4,FAIL,11,174.01,disconnected
e82bd665d710bb75,2,FAIL,15,576.76,rules
c6739963a7308111,3,FAIL,9,141.56,None
953c10f2e4d6fd6,2,PASS,20,342.80,None
d91761f3ba340d,4,FAIL,14,591.65,None
bc66c2e18fd6231b,3,FAIL,21,207.56,None
4b236c53ea5fbbdf,3,FAIL,6,156.56,None
5f9a92945a4ab62e,1,PASS,8,452.88,None
860fbc1cfd446f7c,3,FAIL,40,966.38,"intersecting, rules"
5b5d43da944a752d,4,PASS,10,310.56,None
971ad9f45d1bd53b,5,FAIL,17,261.29,None
5b3d4d35ac301050,2,FAIL,12,202.80,None
69a08c785ce5fcac,1,PASS,7,121.46,None
a814bed4f6905ba4,5,FAIL,19,384.49,rules
f32fe4e5b37fedaa,5,FAIL,23,302.79,None
3ba7fc567dd14312,3,FAIL,17,202.72,rules
7ce0b04c1a28cca6,1,FAIL,16,294.00,disconnected
8635ff1b1bcf0c2e,5,FAIL,36,3662.05,intersecting
21df75919e7080e4,3,PASS,9,382.27,None
daa2db8c01da0bfa,5,FAIL,11,292.78,None
6443d25f8c289548,3,FAIL,4,335.63,None
91158b440e1d1942,5,FAIL,18,344.09,None
1ba6ec5d1f0c3bc6,2,FAIL,22,727.27,intersecting
de0f40e0c4c5852a,4,FAIL,31,401.17,disconnected
7c2cc9e25acdc10f,4,FAIL,24,329.03,None
146a216115846f70,5,FAIL,16,294.73,None
704931925890a56c,2,FAIL,14,349.45,None
22c41f4911d10461,3,FAIL,24,699.37,None
75761871763e88e3,2,FAIL,11,203.35,None
fee7fa98ecbf4534,1,FAIL,7,187.31,None
3abef01e5d890e13,4,PASS,16,455.33,None
a71c3513799bf094,2,FAIL,31,750.28,intersecting
3b229c1d0453a603,3,PASS,27,416.17,None
ba867d9c182c1124,1,FAIL,6,95.59,None
22ee8177bb6b927d,4,FAIL,30,1326.40,None
200a2fdec77f69b6,1,PASS,10,279.46,None
4c7b5bd02c9270d,3,FAIL,19,298.80,"disconnected, rules"
efb560f2141edf82,1,FAIL,8,442.82,None
b7b817f9033f188,5,FAIL,12,512.03,None
4cc3d963aecb0aec,3,FAIL,14,478.27,None
6a4a59d9017e80e2,4,FAIL,5,275.34,None
a483b2ad65b79823,4,FAIL,17,369.06,None
c611d73335c05ea3,3,FAIL,16,227.87,None
9fc7d6795a3be635,2,FAIL,15,739.53,None
9b4f3b36495c1615,3,FAIL,11,463.15,None
1b62c846b90e5d1d,3,FAIL,7,367.79,disconnected
934d99322aa22dff,1,FAIL,15,307.82,None
